============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 8685114.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=500000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   2.3916E+06 -6.5557E+05  8.6717E+05
0000002   1.3770E+06 -5.8129E+05 -6.8012E+05
0000003   6.5353E+05  9.3438E+04  1.9383E+05
0000004   2.2519E+06  1.1670E+05  8.1288E+05
0000005   6.8662E+05  2.3771E+05 -1.1304E+04
0000006   2.8515E+06  2.7902E+05 -6.9017E+05
0000007   2.3303E+06 -1.0088E+06  2.4496E+05
0000008   2.1193E+06  2.3310E+05  1.1580E+06
0000009   2.9834E+06 -4.2360E+05  6.1185E+05
0000010   3.8716E+05  2.2709E+05  3.9303E+05
0000011   1.5286E+06 -3.0732E+05 -2.4174E+05
0000012   3.0136E+06  7.2423E+05 -4.3677E+05
0000013   2.2320E+06 -1.7389E+06  4.1434E+05
0000014   1.6306E+06 -4.6097E+05  5.1281E+05
0000015   1.1162E+05 -2.9261E+05 -4.0186E+05
0000016   2.7054E+06  1.2597E+06  2.7912E+05
0000017   9.6116E+03 -2.1646E+05 -4.4446E+05
0000018   1.9364E+06 -7.2994E+05 -3.9947E+05
0000019   1.2510E+06  2.0032E+05  8.0724E+04
0000020   2.2403E+05  1.1717E+05  1.0075E+05
0000021   1.6663E+06 -4.9259E+05 -1.6785E+05
0000022   1.2668E+06  8.2374E+04 -4.0158E+04
0000023   1.6865E+06  1.3457E+05  3.8891E+04
0000024   1.1473E+06  4.3781E+05 -5.8060E+05
0000025   1.2715E+06 -5.6325E+05  2.1724E+04
0000026   1.6253E+06 -1.1663E+05  8.9579E+04
0000027   3.4204E+06  1.0986E+05 -1.0289E+06
0000028   3.1222E+06  4.6830E+05  2.0119E+05
0000029   9.6925E+05  1.5407E+05 -1.9334E+05
0000030   2.0978E+06 -9.7262E+05  3.7875E+05
0000031   6.0255E+05 -1.3981E+05 -7.9245E+03
0000032   2.2465E+06  2.8029E+05  6.0164E+05
0000033   1.7663E+06  2.0742E+04  1.4209E+06
0000034   2.3438E+06  7.0316E+05 -3.7447E+04
0000035   1.2999E+06 -3.9084E+05  1.1729E+05
0000036   1.5505E+05  5.7528E+05 -9.4513E+05
0000037   1.6736E+06 -9.8945E+05  6.8257E+05
0000038   2.0879E+06 -9.9696E+05  1.3540E+06
0000039   1.9502E+06 -1.9628E+06  5.3410E+05
0000040   2.6124E+06  2.3899E+05  9.6499E+04
0000041   3.0609E+06 -1.1393E+05 -3.5837E+05
0000042   3.2435E+06  5.6125E+05 -1.2388E+06
0000043   2.3848E+06  3.3532E+05  8.8407E+05
0000044   2.1547E+06  1.0448E+06 -2.2042E+05
0000045   7.3347E+05  1.2104E+05  2.9599E+05
0000046   1.4501E+06 -1.0411E+06 -7.6479E+05
0000047   1.2333E+06 -6.5805E+04  5.2835E+04
0000048   2.5080E+06  4.2245E+05  6.6267E+05
0000049   1.9262E+06  4.6474E+05 -1.5346E+05
0000050   7.6679E+05 -1.8817E+05  1.4647E+05
0000051   1.1165E+06 -2.3394E+05  7.2274E+05
0000052   1.7123E+06 -1.1024E+06 -3.8673E+05
0000053   8.9551E+05  3.0268E+05  2.9970E+05
0000054   2.2134E+06 -1.3115E+06  3.5547E+05
0000055   1.5567E+06  3.7746E+05 -3.1579E+05
0000056   9.7822E+05 -5.8399E+05  5.2136E+04
0000057   2.0473E+06  5.0935E+05 -1.0112E+06
0000058   1.8110E+06 -3.0486E+05  2.6884E+04
0000059   1.8126E+06  1.0359E+06  6.9430E+04
0000060   1.9140E+06 -6.9688E+05  1.7448E+04
0000061   1.0171E+06  8.0120E+04  2.5543E+05
0000062   9.6578E+05 -1.0370E+06  6.5983E+05
0000063   1.2327E+06  3.0436E+05  1.0179E+06
0000064   2.3551E+06 -3.7940E+05 -1.3173E+05
0000065   1.9666E+06  1.0117E+06  7.8171E+05
0000066   5.3069E+05 -1.2856E+05  3.0598E+05
0000067   2.1257E+06  2.0457E+06 -1.5775E+05
0000068   1.6190E+06  6.1778E+03  6.7170E+05
0000069   7.7704E+05  8.8269E+05 -4.2215E+05
0000070   5.3951E+05 -6.2859E+05  7.5245E+05
0000071   2.7056E+06  1.0053E+06  3.7597E+05
0000072   2.1962E+06 -3.7925E+05 -1.2409E+06
0000073   2.9351E+05 -4.4701E+05 -3.5611E+05
0000074   2.3789E+06  2.4663E+05  4.6375E+05
0000075   1.4211E+06  9.3624E+05  1.0146E+05
0000076   5.4016E+05  4.7202E+05 -1.7388E+05
0000077   2.0627E+06  5.0736E+05 -1.5056E+06
0000078   2.2619E+06 -1.5906E+05  6.9909E+05
0000079   2.2030E+06  5.3554E+05 -1.2335E+05
0000080   1.5947E+06 -4.2215E+05 -2.7642E+05
0000081   2.5711E+06  4.1415E+05 -1.0197E+06
0000082   1.5190E+06 -7.1790E+05  7.3578E+05
0000083   1.0903E+06 -3.6880E+05 -2.6968E+05
0000084   1.2644E+06  8.1005E+05 -5.8038E+05
0000085   2.2074E+06 -1.5520E+06 -4.9284E+05
0000086   1.9462E+06 -2.9062E+05 -6.6733E+05
0000087   6.7519E+05 -1.6359E+04 -5.4633E+05
0000088   1.5958E+06 -8.9963E+04  8.8221E+05
0000089   1.7520E+06 -4.6772E+05  1.9069E+05
0000090   2.3007E+06 -1.0234E+06  5.4969E+05
0000091   3.0931E+06  6.0580E+05 -5.0062E+05
0000092   1.4588E+06  2.3771E+05 -1.3269E+04
0000093   2.4970E+06  5.6116E+05  4.8756E+05
0000094   6.3874E+05  2.3400E+05 -1.0990E+05
0000095   1.4613E+06 -7.0957E+05  3.6476E+05
0000096   1.4261E+06  1.1564E+06  5.3005E+05
0000097   1.2772E+06 -7.4073E+05 -1.5882E+06
0000098   1.2061E+06  9.0211E+04 -2.0128E+05
0000099   2.8289E+06 -8.7256E+05 -7.7356E+05
0000100   1.3043E+06  6.0871E+05  2.9104E+05
0000101   7.1289E+05  1.3688E+06 -2.7511E+05
0000102   1.4736E+06  1.3677E+06 -4.8947E+05
0000103   2.1512E+06 -6.2039E+05  1.0694E+05
0000104   1.7639E+06  1.2911E+06  6.4019E+05
0000105   1.2971E+06 -8.7324E+04  5.9160E+05
0000106   1.4194E+06 -9.6968E+05  8.8219E+05
0000107   8.0328E+05  1.9629E+05  3.1237E+05
