============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 1000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=500000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.3706E+05 -2.2659E+05 -7.8762E+04
0000002   2.3933E+05 -5.0266E+04  1.0539E+05
0000003   2.5980E+05 -4.7078E+03  7.0216E+03
0000004   2.9381E+05  3.4109E+04 -9.8447E+04
0000005   3.1497E+05  1.4294E+05 -1.3574E+05
0000006   1.8274E+05  6.1514E+04 -2.4117E+05
0000007   3.6033E+05 -1.1095E+05  1.1729E+05
0000008   1.4343E+05  4.0625E+04 -1.0525E+05
0000009   1.8303E+05 -2.9281E+05  4.3228E+03
0000010   2.9708E+05 -8.5689E+04  3.1600E+04
0000011   3.5765E+05 -5.2124E+03 -8.1256E+04
0000012   4.0511E+05  8.3813E+04 -8.2837E+03
0000013   9.7327E+04 -1.5639E+05  9.5524E+04
0000014   1.7659E+05 -8.5299E+04 -8.2973E+04
0000015   3.8887E+05  1.3784E+05 -2.1869E+04
0000016   3.5119E+05  2.1942E+05  6.8043E+04
0000017   3.0086E+05 -1.4626E+05  1.3524E+05
0000018   6.3718E+04  8.6955E+04 -9.0910E+04
0000019   3.8157E+04 -2.0225E+05  1.2102E+05
0000020   2.9814E+05 -1.9907E+05  1.3958E+05
0000021   5.1192E+05  5.2641E+04  1.9310E+05
0000022   3.6612E+05  3.1725E+04 -3.5987E+04
0000023   2.6827E+04  2.0999E+04  3.1893E+04
0000024   2.9131E+05 -1.6107E+05  2.4207E+05
0000025   2.8382E+05  1.6364E+05  2.9412E+05
0000026   2.5332E+05  1.2567E+05  5.1179E+04
0000027   2.9625E+05 -1.6804E+04  1.5969E+05
0000028   2.0898E+05 -1.4900E+05  2.2492E+05
0000029   1.8342E+05  1.2968E+05  8.6387E+04
0000030   4.5161E+04 -2.8513E+04 -2.0122E+04
0000031   9.5992E+04 -1.6712E+04  5.3684E+04
0000032   1.2568E+05 -2.0016E+04  9.6958E+03
0000033   1.8338E+05  8.5697E+04 -2.6544E+05
0000034   2.0871E+05 -6.6752E+03 -8.5894E+04
0000035   2.6838E+05  6.8752E+03 -1.4902E+04
0000036   3.3758E+04 -3.0451E+03  5.7489E+04
0000037   3.1750E+05 -4.3709E+04 -1.9363E+04
0000038   3.3403E+05  5.0084E+03 -1.7513E+05
0000039   1.1647E+05  4.1898E+04 -6.3342E+04
0000040   4.3002E+05 -2.4331E+05 -8.3323E+04
0000041   4.2569E+05 -1.6904E+05 -1.4072E+05
0000042   3.6899E+04  1.2283E+05 -6.4465E+04
0000043   3.6315E+05  6.7771E+04  3.7915E+03
0000044   3.9559E+05 -8.2688E+04 -2.0651E+05
0000045   3.6658E+05 -5.2209E+03 -1.2257E+05
0000046   1.4706E+05  1.5064E+05 -1.5378E+05
0000047   2.2121E+05 -1.7991E+04 -3.2033E+04
0000048   2.4935E+05  5.2060E+04  1.9383E+05
0000049   3.0292E+05 -1.3500E+05 -2.8142E+04
0000050   2.1970E+05  1.7045E+05  1.1586E+05
0000051   7.4973E+04 -4.3830E+04  1.4164E+04
0000052   2.3944E+05  5.0621E+04  1.1662E+05
0000053   2.1767E+05 -7.7816E+04 -1.2163E+05
0000054   2.5595E+05  4.2354E+04 -1.0931E+04
0000055   2.7186E+05  1.2405E+04  6.4993E+04
0000056   2.3829E+05  5.4229E+04 -1.2159E+05
0000057   2.2900E+05  4.9348E+04 -5.9177E+04
0000058   3.5806E+05 -1.2914E+05 -1.9407E+04
0000059   3.7131E+05 -1.1495E+05  4.4234E+04
0000061   1.3061E+05 -9.7496E+04 -1.7713E+04
0000062   3.2301E+05  1.2992E+04  1.3280E+05
0000063   6.1345E+05  2.7767E+04  2.1421E+05
0000064   2.8753E+05 -1.5370E+05  2.3449E+05
0000065   2.0152E+05  7.3864E+04  4.7840E+04
0000066   1.1555E+05 -3.5716E+05  1.9757E+04
0000067   3.7903E+05  8.3935E+04 -1.6741E+05
0000068   2.5170E+05  1.8076E+05  1.0748E+05
0000069   4.9274E+05  1.5173E+05  1.5055E+05
0000070   4.2486E+05 -2.9263E+05  1.7773E+05
0000071   1.4474E+05 -1.2135E+05 -1.7151E+05
0000072   1.0766E+05  1.9015E+05  9.6551E+04
0000073   3.7781E+05 -2.8372E+04 -4.2084E+04
0000074   3.5050E+05  3.9308E+04  1.2041E+05
0000075   5.5505E+05 -1.8874E+05 -4.4612E+04
0000076   2.7315E+05 -1.1667E+05 -9.6391E+04
0000078   4.6995E+04  1.8207E+05 -6.3202E+04
0000079   6.1089E+04  1.6895E+04  5.1620E+04
0000080   1.7422E+05  9.1228E+04  1.0609E+05
0000081   3.0341E+05  7.4666E+04  1.3496E+05
0000082   1.5951E+05 -2.8523E+03  1.7417E+04
0000083   3.4309E+05  9.9589E+04 -3.7506E+04
0000084   1.7936E+05 -2.3869E+04  5.6475E+04
0000085   2.2759E+05 -1.0933E+05  2.1360E+05
0000086   4.2321E+05  1.7087E+04  4.3392E+04
0000087   3.0937E+05 -1.1455E+04 -4.8251E+04
0000088   1.2904E+05 -9.6961E+04 -1.4757E+04
0000089   2.1661E+05  1.7933E+05  1.4449E+05
0000090   1.7295E+04  6.4897E+04  6.8974E+04
0000091   1.9881E+05  2.0971E+04 -1.8406E+05
0000092   2.6540E+05 -1.1024E+05 -2.5684E+04
0000093   1.4724E+05 -1.4774E+05  2.0395E+05
0000094   1.0411E+05 -5.6690E+04 -1.8834E+05
0000095   4.4644E+05  4.2099E+03 -1.6123E+05
0000096   2.6846E+05 -1.5279E+05  1.5330E+04
0000097   2.3021E+05  1.0788E+05  6.5423E+04
0000098   1.5544E+05  2.1983E+05  6.9176E+04
0000099   3.2028E+05  9.4369E+04  1.0354E+05
0000100   1.7277E+05 -1.0315E+05 -2.7492E+04
0000101   2.8194E+05 -6.5074E+03  9.2239E+04
0000102   1.3810E+05 -1.1399E+05  5.9287E+04
0000103   3.4197E+05  1.3760E+05 -1.9987E+05
0000104   1.3233E+05 -8.9680E+04 -6.0595E+04
0000105   8.2623E+04 -1.0905E+05 -6.2706E+03
0000106   1.2781E+05 -8.8901E+03 -5.6968E+04
0000107   2.4175E+05  5.5010E+04 -1.7420E+05
0000108   8.8931E+04  3.2715E+05  1.3615E+05
