============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ar (18)   Ion Mass= 039.9620
Energy  = 3393222.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=500000.E+02 A
  Layer # 1 - Density =0000.0018 g/cm3
  Layer # 1 -  100 % of Ar
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   7.2332E+05 -7.9025E+05  1.9205E+05
0000002   6.2290E+05  3.4713E+04  1.8983E+04
0000003   1.0943E+06  1.0449E+05 -1.8017E+05
0000004   5.6294E+05  8.2118E+04  9.9525E+03
0000005   4.2688E+05 -4.1470E+05  1.2774E+05
0000006   9.6158E+05 -1.4827E+04  1.0689E+05
0000007   2.2155E+05  9.8155E+03  1.1218E+05
0000008   8.2201E+05  9.8562E+05  5.3213E+05
0000009   1.3150E+06  5.8809E+04  5.9404E+05
0000010   4.1999E+05  1.8559E+05  9.9396E+04
0000011   4.3064E+05 -3.3294E+05 -3.1768E+05
0000012   6.6935E+05 -6.0772E+04 -5.8257E+05
0000013   4.9823E+05 -3.2819E+04 -1.7766E+05
0000014   5.0196E+05 -1.8662E+05  2.5030E+04
0000015   9.2897E+05  4.0923E+05 -2.7618E+05
0000016   4.9644E+05  1.6898E+05 -1.1522E+05
0000017   7.8062E+05  1.8730E+05  3.4612E+05
0000018   5.0446E+05  4.8250E+04  1.2526E+05
0000019   6.7865E+05  2.7315E+05 -5.2304E+04
0000020   6.8990E+05 -2.0474E+05  2.6723E+05
0000021   3.0389E+05  1.3227E+05  2.5865E+05
0000022   7.6578E+05  1.4632E+05  1.1089E+05
0000023   9.3018E+05 -1.2105E+05  2.6062E+05
0000024   8.7676E+05  5.7962E+05  3.9826E+05
0000025   4.7728E+05  1.2834E+05 -1.9352E+05
0000026   9.1857E+05  1.8203E+05 -3.7502E+05
0000027   1.2120E+06 -7.3638E+05  5.1961E+05
0000028   5.8066E+05 -1.4113E+04 -4.2700E+05
0000029   1.2189E+06  3.3355E+05 -2.9119E+05
0000030   1.6110E+05  6.5158E+04  8.8561E+04
0000031   7.4313E+05 -1.5894E+05 -1.8359E+04
0000032   4.4812E+05 -1.9803E+05  6.9313E+04
0000033   3.3932E+05 -1.0579E+05  1.8941E+05
0000034   6.5063E+05 -5.3271E+04 -1.7090E+05
0000035   8.5938E+05  3.2577E+05 -2.3006E+04
0000036   6.5345E+05  7.6218E+05 -2.3316E+05
0000037   7.7648E+05  7.3715E+02 -2.8922E+05
0000038   5.0257E+05 -1.6865E+05 -2.7960E+05
0000039   1.3622E+06  1.5931E+05  2.8042E+05
0000040   1.9111E+05  1.1004E+04 -3.3689E+05
0000041   4.1986E+05  2.8331E+05 -7.9614E+04
0000042   1.2295E+06  1.6489E+05  8.7545E+04
0000043   1.0191E+06 -4.3322E+05 -1.0085E+05
0000044   1.1972E+06  3.4973E+05  1.8755E+05
0000045   8.2771E+05  3.5747E+05  3.2694E+04
0000046   4.3016E+05 -4.7343E+04 -9.4253E+04
0000047   4.1396E+05  8.1898E+04  1.1521E+05
0000048   5.2366E+05 -1.4448E+05 -2.7041E+05
0000049   3.4372E+05  5.5177E+05  2.6149E+05
0000050   6.2129E+05  1.4838E+05 -1.0048E+05
0000051   7.4122E+05  4.2819E+04 -9.6648E+03
0000052   1.2352E+06 -1.7481E+05 -6.7506E+05
0000053   1.1478E+06 -1.3749E+05  4.6226E+05
0000054   5.5496E+05  4.1403E+05 -7.0663E+05
0000055   1.4108E+06  4.8169E+05 -5.2794E+04
0000056   3.6183E+05 -9.2437E+03 -2.4032E+05
0000057   4.9761E+05  9.8003E+05  9.6483E+04
0000058   2.8205E+05  8.3854E+04  4.0761E+04
0000059   7.0165E+05 -8.8482E+05  3.3894E+05
0000060   7.2466E+05  2.8909E+05  1.4549E+05
0000061   5.3548E+05  9.9939E+04 -7.5066E+04
0000062   6.6887E+05  6.9141E+05  1.8290E+05
0000063   3.4594E+05 -4.0206E+04 -4.8099E+05
0000064   1.0604E+06 -3.5694E+04 -4.0158E+04
0000065   2.0625E+05 -3.8783E+05  1.6804E+05
0000066   4.8134E+05 -4.2784E+05  3.6620E+05
0000067   6.4951E+05 -3.3678E+05 -5.8156E+04
0000068   8.3051E+05  4.1735E+04 -2.1123E+05
0000069   3.1481E+05  3.4391E+05  8.6617E+04
0000070   2.5510E+05  3.1247E+04 -6.1790E+04
0000071   6.8531E+05 -2.2573E+05  4.2301E+05
0000072   6.4514E+05  4.4393E+05  3.6916E+05
0000073   7.4416E+05 -8.0642E+04  3.0335E+05
0000074   1.2920E+06 -6.6215E+05  2.5080E+05
0000075   7.1704E+05  1.4071E+05  2.6023E+03
0000076   3.7212E+05  3.4684E+04 -1.3597E+05
0000077   3.6991E+05 -3.0978E+05  2.6825E+05
0000078   1.0496E+06 -1.0111E+05 -4.8713E+04
0000079   5.2755E+05  4.8978E+05  3.5076E+05
0000080   5.3994E+05  2.9167E+05  3.3354E+05
0000081   5.9622E+05  1.7806E+05 -8.2811E+04
0000082   5.7031E+05 -8.5001E+04 -4.3249E+04
0000083   5.9539E+05 -1.9620E+05 -9.4486E+04
0000084   1.1232E+05  8.9157E+04  2.2091E+05
0000085   7.2460E+05 -1.1642E+05 -3.5743E+05
0000086   5.3564E+05 -4.9100E+05  2.9518E+05
0000087   9.4949E+05  4.1867E+05  9.2021E+04
0000088   6.8458E+05 -9.5110E+05  5.6160E+05
0000089   1.0765E+06 -5.8977E+04 -4.4650E+05
0000090   6.4824E+05 -1.3674E+05  6.1249E+04
0000091   5.8572E+05 -7.7517E+04 -2.4882E+05
0000092   5.0392E+05 -5.4890E+05 -3.6634E+05
0000093   7.3411E+05 -3.6732E+05  4.9822E+05
0000094   7.4051E+05  1.0774E+05  7.7644E+04
0000095   3.4415E+05  2.4822E+04  4.6641E+05
0000096   8.4076E+05 -3.4396E+05 -1.5037E+04
0000097   7.9301E+05 -3.5455E+04  3.2913E+04
0000098   9.5040E+05 -3.7004E+05 -7.5446E+05
0000099   4.1846E+05 -6.9282E+03  2.6569E+05
0000100   3.1398E+05 -2.0237E+05  6.4920E+04
0000101   6.0895E+05 -2.3104E+05 -3.2737E+04
0000102   1.1018E+06  2.9240E+04 -2.4519E+05
0000103   6.3042E+05  2.1101E+05 -7.0023E+05
0000104   7.2624E+05 -2.4033E+05 -2.8828E+05
0000105   5.0667E+05 -2.4246E+04 -5.0209E+04
0000106   8.1245E+05 -3.2824E+04 -7.3959E+05
